bucket_start_utc,bucket_end_utc,cycle_results,minted_reported,graphiti_successes_reported,grok_writer_sessions,grok_completed_sessions,grok_model_calls,grok_input_tokens,grok_output_tokens,grok_total_tokens,grok_cached_read_tokens,grok_reasoning_tokens,cursor_fallback_sessions,stored_outputs,stored_grok_outputs,stored_cursor_outputs,stored_other_outputs
2026-08-20T18:05:00Z,2026-08-20T18:10:00Z,0,0,0,1,1,1,51421,94,51515,5248,59,1,2,1,1,0
2026-08-20T18:10:00Z,2026-08-20T18:15:00Z,1,5,1,2,2,4,210663,1035,211698,124288,563,1,1,1,0,0
2026-08-20T18:15:00Z,2026-08-20T18:20:00Z,0,0,0,3,3,3,154131,1244,155375,16768,211,0,4,3,1,0
2026-08-20T18:20:00Z,2026-08-20T18:25:00Z,1,5,1,1,1,1,51372,119,51491,14208,68,1,0,0,0,0
2026-08-20T18:25:00Z,2026-08-20T18:30:00Z,0,0,0,3,3,3,154071,774,154845,1408,182,1,4,2,2,0
2026-08-20T18:30:00Z,2026-08-20T18:35:00Z,0,0,0,1,1,3,156932,1605,158537,102784,718,0,1,1,0,0
2026-08-20T18:35:00Z,2026-08-20T18:40:00Z,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T18:40:00Z,2026-08-20T18:45:00Z,0,0,0,2,2,2,102642,663,103305,19584,152,0,1,1,0,0
2026-08-20T18:45:00Z,2026-08-20T18:50:00Z,0,0,0,2,2,2,102785,2508,105293,5120,282,0,1,1,0,0
2026-08-20T18:50:00Z,2026-08-20T18:55:00Z,0,0,0,2,2,2,102725,262,102987,1536,168,1,1,1,0,0
2026-08-20T18:55:00Z,2026-08-20T19:00:00Z,0,0,0,1,1,1,51397,104,51501,5248,80,0,0,0,0,0
2026-08-20T19:00:00Z,2026-08-20T19:05:00Z,0,0,0,2,2,2,102733,785,103518,128,150,0,2,2,0,0
2026-08-20T19:05:00Z,2026-08-20T19:10:00Z,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T19:10:00Z,2026-08-20T19:15:00Z,0,0,0,1,1,1,51367,134,51501,128,84,0,0,0,0,0
2026-08-20T19:15:00Z,2026-08-20T19:20:00Z,0,0,0,1,1,1,107326,1130,108456,14336,370,0,0,0,0,0
2026-08-20T19:20:00Z,2026-08-20T19:25:00Z,0,0,0,1,1,1,51354,100,51454,5248,61,0,0,0,0,0
2026-08-20T19:25:00Z,2026-08-20T19:30:00Z,0,0,0,2,2,2,102771,542,103313,14208,129,0,1,1,0,0
2026-08-20T19:30:00Z,2026-08-20T19:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T19:35:00Z,2026-08-20T19:40:00Z,0,0,0,2,2,2,102715,292,103007,14336,145,0,1,1,0,0
2026-08-20T19:40:00Z,2026-08-20T19:45:00Z,0,0,0,1,1,3,160071,696,160767,104960,290,0,0,0,0,0
2026-08-20T19:45:00Z,2026-08-20T19:50:00Z,0,0,0,1,1,1,51365,131,51496,128,64,0,0,0,0,0
2026-08-20T19:50:00Z,2026-08-20T19:55:00Z,0,0,0,1,1,1,51207,87,51294,1408,36,0,1,1,0,0
2026-08-20T19:55:00Z,2026-08-20T20:00:00Z,0,0,0,2,2,2,102669,844,103513,10496,136,0,2,2,0,0
2026-08-20T20:00:00Z,2026-08-20T20:05:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T20:05:00Z,2026-08-20T20:10:00Z,1,5,1,1,1,1,51227,2116,53343,5248,59,0,1,1,0,0
2026-08-20T20:10:00Z,2026-08-20T20:15:00Z,0,0,0,2,2,2,102735,955,103690,1408,215,0,2,2,0,0
2026-08-20T20:15:00Z,2026-08-20T20:20:00Z,0,0,0,1,1,1,51366,133,51499,128,94,0,0,0,0,0
2026-08-20T20:20:00Z,2026-08-20T20:25:00Z,0,0,0,2,2,2,102566,2820,105386,256,188,0,1,1,0,0
2026-08-20T20:25:00Z,2026-08-20T20:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2026-08-20T20:30:00Z,2026-08-20T20:35:00Z,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T20:35:00Z,2026-08-20T20:40:00Z,0,0,0,1,1,1,51259,105,51364,0,81,0,0,0,0,0
2026-08-20T20:40:00Z,2026-08-20T20:45:00Z,0,0,0,1,1,1,51373,145,51518,0,118,1,0,0,0,0
2026-08-20T20:45:00Z,2026-08-20T20:50:00Z,0,0,0,5,5,5,256822,1273,258095,12032,339,0,5,5,0,0
2026-08-20T20:50:00Z,2026-08-20T20:55:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T20:55:00Z,2026-08-20T21:00:00Z,1,5,1,4,4,4,259254,1338,260592,79744,429,3,3,1,2,0
2026-08-20T21:00:00Z,2026-08-20T21:05:00Z,0,0,0,1,1,1,51360,182,51542,128,76,0,2,1,1,0
2026-08-20T21:05:00Z,2026-08-20T21:10:00Z,1,5,1,5,5,5,257263,1434,258697,34048,343,0,5,5,0,0
2026-08-20T21:10:00Z,2026-08-20T21:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T21:15:00Z,2026-08-20T21:20:00Z,1,5,1,3,3,4,261548,1616,263164,117120,800,1,3,2,1,0
2026-08-20T21:20:00Z,2026-08-20T21:25:00Z,0,0,0,2,2,2,102748,205,102953,5248,158,1,2,1,1,0
2026-08-20T21:25:00Z,2026-08-20T21:30:00Z,1,5,1,3,3,3,154156,993,155149,16768,212,1,2,2,0,0
2026-08-20T21:30:00Z,2026-08-20T21:35:00Z,0,0,0,2,2,2,102761,524,103285,128,151,1,3,1,2,0
2026-08-20T21:35:00Z,2026-08-20T21:40:00Z,1,5,1,1,1,1,51356,421,51777,14336,182,0,0,0,0,0
2026-08-20T21:40:00Z,2026-08-20T21:45:00Z,0,0,0,4,4,4,205535,1302,206837,19712,263,2,5,3,2,0
2026-08-20T21:45:00Z,2026-08-20T21:50:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T21:50:00Z,2026-08-20T21:55:00Z,1,1,1,2,2,2,102876,561,103437,256,166,0,1,1,0,0
2026-08-20T21:55:00Z,2026-08-20T22:00:00Z,0,0,0,1,1,1,109631,848,110479,56576,285,0,0,0,0,0
2026-08-20T22:00:00Z,2026-08-20T22:05:00Z,0,0,0,1,1,1,51380,127,51507,128,82,0,0,0,0,0
2026-08-20T22:05:00Z,2026-08-20T22:10:00Z,0,0,0,1,1,1,105769,1005,106774,51456,353,1,0,0,0,0
2026-08-20T22:10:00Z,2026-08-20T22:15:00Z,0,0,0,1,1,1,51382,121,51503,5248,89,0,0,0,0,0
2026-08-20T22:15:00Z,2026-08-20T22:20:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T22:20:00Z,2026-08-20T22:25:00Z,1,2,1,1,1,1,51365,111,51476,0,67,0,0,0,0,0
2026-08-20T22:25:00Z,2026-08-20T22:30:00Z,0,0,0,1,1,1,51293,195,51488,1280,168,0,0,0,0,0
2026-08-20T22:30:00Z,2026-08-20T22:35:00Z,0,0,0,2,2,4,215507,1348,216855,56704,554,0,1,1,0,0
2026-08-20T22:35:00Z,2026-08-20T22:40:00Z,0,0,0,1,1,1,51442,2124,53566,14336,91,0,1,1,0,0
2026-08-20T22:40:00Z,2026-08-20T22:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T22:45:00Z,2026-08-20T22:50:00Z,1,4,1,4,4,4,205455,1442,206897,16768,311,0,3,3,0,0
2026-08-20T22:50:00Z,2026-08-20T22:55:00Z,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2026-08-20T22:55:00Z,2026-08-20T23:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:00:00Z,2026-08-20T23:05:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:05:00Z,2026-08-20T23:10:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:10:00Z,2026-08-20T23:15:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:15:00Z,2026-08-20T23:20:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:20:00Z,2026-08-20T23:25:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:25:00Z,2026-08-20T23:30:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:30:00Z,2026-08-20T23:35:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:35:00Z,2026-08-20T23:40:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:40:00Z,2026-08-20T23:45:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:45:00Z,2026-08-20T23:50:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:50:00Z,2026-08-20T23:55:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-20T23:55:00Z,2026-08-21T00:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:00:00Z,2026-08-21T00:05:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:05:00Z,2026-08-21T00:10:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:10:00Z,2026-08-21T00:15:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:15:00Z,2026-08-21T00:20:00Z,1,2,1,2,2,2,102758,920,103678,5376,274,0,2,2,0,0
2026-08-21T00:20:00Z,2026-08-21T00:25:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:25:00Z,2026-08-21T00:30:00Z,1,5,1,4,4,4,205511,2357,207868,10752,415,1,3,2,1,0
2026-08-21T00:30:00Z,2026-08-21T00:35:00Z,0,0,0,1,1,1,51624,446,52070,5248,138,0,2,2,0,0
2026-08-21T00:35:00Z,2026-08-21T00:40:00Z,1,1,1,1,1,1,51379,425,51804,5248,84,0,1,1,0,0
2026-08-21T00:40:00Z,2026-08-21T00:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:45:00Z,2026-08-21T00:50:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:50:00Z,2026-08-21T00:55:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T00:55:00Z,2026-08-21T01:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:00:00Z,2026-08-21T01:05:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:05:00Z,2026-08-21T01:10:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:10:00Z,2026-08-21T01:15:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:15:00Z,2026-08-21T01:20:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:20:00Z,2026-08-21T01:25:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:25:00Z,2026-08-21T01:30:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:30:00Z,2026-08-21T01:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:35:00Z,2026-08-21T01:40:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:40:00Z,2026-08-21T01:45:00Z,1,2,1,2,2,2,103073,797,103870,5376,318,0,2,2,0,0
2026-08-21T01:45:00Z,2026-08-21T01:50:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:50:00Z,2026-08-21T01:55:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T01:55:00Z,2026-08-21T02:00:00Z,1,3,1,1,1,1,51372,113,51485,128,72,1,0,0,0,0
2026-08-21T02:00:00Z,2026-08-21T02:05:00Z,0,0,0,2,2,2,103131,1166,104297,1536,420,0,3,2,1,0
2026-08-21T02:05:00Z,2026-08-21T02:10:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:10:00Z,2026-08-21T02:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:15:00Z,2026-08-21T02:20:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:20:00Z,2026-08-21T02:25:00Z,1,1,1,1,1,1,51542,426,51968,128,205,0,1,1,0,0
2026-08-21T02:25:00Z,2026-08-21T02:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:30:00Z,2026-08-21T02:35:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:35:00Z,2026-08-21T02:40:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:40:00Z,2026-08-21T02:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:45:00Z,2026-08-21T02:50:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:50:00Z,2026-08-21T02:55:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T02:55:00Z,2026-08-21T03:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:00:00Z,2026-08-21T03:05:00Z,1,1,0,1,1,1,51697,573,52270,5248,272,0,1,1,0,0
2026-08-21T03:05:00Z,2026-08-21T03:10:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:10:00Z,2026-08-21T03:15:00Z,1,1,0,1,1,1,51723,732,52455,0,358,0,1,1,0,0
2026-08-21T03:15:00Z,2026-08-21T03:20:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:20:00Z,2026-08-21T03:25:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:25:00Z,2026-08-21T03:30:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:30:00Z,2026-08-21T03:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:35:00Z,2026-08-21T03:40:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:40:00Z,2026-08-21T03:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:45:00Z,2026-08-21T03:50:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:50:00Z,2026-08-21T03:55:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T03:55:00Z,2026-08-21T04:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:00:00Z,2026-08-21T04:05:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:05:00Z,2026-08-21T04:10:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:10:00Z,2026-08-21T04:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:15:00Z,2026-08-21T04:20:00Z,1,3,0,3,3,3,154667,1806,156473,10496,819,0,3,3,0,0
2026-08-21T04:20:00Z,2026-08-21T04:25:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:25:00Z,2026-08-21T04:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:30:00Z,2026-08-21T04:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:35:00Z,2026-08-21T04:40:00Z,1,4,0,1,1,1,51370,735,52105,128,349,0,1,1,0,0
2026-08-21T04:40:00Z,2026-08-21T04:45:00Z,0,0,0,2,2,2,102812,790,103602,0,346,0,2,2,0,0
2026-08-21T04:45:00Z,2026-08-21T04:50:00Z,0,0,0,1,1,1,51378,352,51730,128,118,0,1,1,0,0
2026-08-21T04:50:00Z,2026-08-21T04:55:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T04:55:00Z,2026-08-21T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:00:00Z,2026-08-21T05:05:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:05:00Z,2026-08-21T05:10:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:10:00Z,2026-08-21T05:15:00Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:15:00Z,2026-08-21T05:20:00Z,0,0,0,2,2,2,102749,423,103172,19456,216,0,1,1,0,0
2026-08-21T05:20:00Z,2026-08-21T05:25:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:25:00Z,2026-08-21T05:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:30:00Z,2026-08-21T05:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:35:00Z,2026-08-21T05:40:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:40:00Z,2026-08-21T05:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:45:00Z,2026-08-21T05:50:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:50:00Z,2026-08-21T05:55:00Z,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T05:55:00Z,2026-08-21T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:00:00Z,2026-08-21T06:05:00Z,0,0,0,1,1,1,51243,360,51603,128,195,0,1,1,0,0
2026-08-21T06:05:00Z,2026-08-21T06:10:00Z,0,0,0,1,1,1,51240,137,51377,128,115,0,0,0,0,0
2026-08-21T06:10:00Z,2026-08-21T06:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:15:00Z,2026-08-21T06:20:00Z,0,0,0,2,2,2,102732,1431,104163,5376,154,0,2,2,0,0
2026-08-21T06:20:00Z,2026-08-21T06:25:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:25:00Z,2026-08-21T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:30:00Z,2026-08-21T06:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:35:00Z,2026-08-21T06:40:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:40:00Z,2026-08-21T06:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:45:00Z,2026-08-21T06:50:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:50:00Z,2026-08-21T06:55:00Z,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T06:55:00Z,2026-08-21T07:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T07:00:00Z,2026-08-21T07:05:00Z,0,0,0,1,1,1,51618,410,52028,256,128,0,1,1,0,0
2026-08-21T07:05:00Z,2026-08-21T07:10:00Z,0,0,0,1,1,1,51366,385,51751,0,85,0,1,1,0,0
2026-08-21T07:10:00Z,2026-08-21T07:15:00Z,0,0,0,2,2,2,103282,1187,104469,5248,107,0,2,2,0,0
2026-08-21T07:15:00Z,2026-08-21T07:20:00Z,0,0,0,1,1,1,51506,571,52077,128,174,0,1,1,0,0
2026-08-21T07:20:00Z,2026-08-21T07:25:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T07:25:00Z,2026-08-21T07:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T07:30:00Z,2026-08-21T07:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T07:35:00Z,2026-08-21T07:40:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T07:40:00Z,2026-08-21T07:45:00Z,1,5,0,1,1,1,51360,364,51724,128,59,0,1,1,0,0
2026-08-21T07:45:00Z,2026-08-21T07:50:00Z,0,0,0,1,1,1,51433,205,51638,14208,177,0,0,0,0,0
2026-08-21T07:50:00Z,2026-08-21T07:55:00Z,0,0,0,2,2,2,102753,713,103466,14464,284,0,1,1,0,0
2026-08-21T07:55:00Z,2026-08-21T08:00:00Z,0,0,0,1,1,1,51367,193,51560,0,56,0,0,0,0,0
2026-08-21T08:00:00Z,2026-08-21T08:05:00Z,0,0,0,2,2,2,103224,887,104111,5504,298,0,2,2,0,0
2026-08-21T08:05:00Z,2026-08-21T08:10:00Z,0,0,0,1,1,1,51372,394,51766,2432,134,0,1,1,0,0
2026-08-21T08:10:00Z,2026-08-21T08:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:15:00Z,2026-08-21T08:20:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:20:00Z,2026-08-21T08:25:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:25:00Z,2026-08-21T08:30:00Z,1,5,0,5,5,5,257882,3560,261442,21248,971,0,5,5,0,0
2026-08-21T08:30:00Z,2026-08-21T08:35:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:35:00Z,2026-08-21T08:40:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:40:00Z,2026-08-21T08:45:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:45:00Z,2026-08-21T08:50:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:50:00Z,2026-08-21T08:55:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T08:55:00Z,2026-08-21T09:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T09:00:00Z,2026-08-21T09:05:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T09:05:00Z,2026-08-21T09:10:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T09:10:00Z,2026-08-21T09:15:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-21T09:15:00Z,2026-08-21T09:20:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
